humidite,carbone,hydrogene,cendres,pci_min,pci_max
18.727005942368123,66.99866468148939,5.889541724466932,36.54312045610779,20107.991149072288,28798.73885182821
47.53571532049581,73.81747684552548,3.0343181726309973,21.01441927277992,15770.223843966083,25833.946225972544
36.59969709057025,43.775734433587445,7.234367380128889,28.996410873443374,12448.62174722542,22116.382166877644
29.93292420985183,64.36807547838494,5.678697434415449,17.441931918903514,19634.92229301491,28076.072144937265
7.800932022121826,61.44602907290618,2.943223301341725,25.201383101697527,17373.37328917728,24509.53083704888
7.799726016810133,75.80567072335491,7.774028344887241,13.623037496844749,30380.55998426981,35000.0
2.9041806084099733,79.83478832646932,5.110192780011924,12.046360791417817,28969.05423952165,34924.170335679526
43.30880728874676,30.668622431256274,2.43739071122993,23.12919144678055,8000.0,10949.244413662094
30.05575058716044,67.07109554823359,5.760997426490404,19.925186967359213,20299.66352830128,28899.634793315672
35.40362888980228,32.850968951585095,3.5191934420768614,23.18145476599924,8000.0,13812.698428126558
1.0292247147901223,60.18722657925458,6.822160711263814,11.46642325148092,25257.49878986441,31027.822162136472
48.49549260809972,45.8198000974023,6.906932441397144,14.67831327267981,12622.77990735443,22383.1181123632
41.622132040021086,46.87271297371777,7.873684135127971,3.3559184251563723,16895.342548832316,25426.468217543388
10.616955533913808,49.412717689879614,5.011217186147023,2.0910548908882287,18851.350877024423,24826.17061319082
9.091248360355031,64.17108469772856,4.729741278366423,10.138285186920651,22525.518928006924,28861.115908050568
9.17022549267169,48.37274811178231,6.520853632678884,2.9698743732218302,20738.882215292288,26650.692717099337
15.212112147976883,70.29844778246542,2.794823938051559,4.150988345389628,21637.67485290881,28103.703125470343
26.237821581611893,52.24900620656283,5.281493082758745,32.51713621575748,13710.9832029216,22761.037102396
21.597250932105787,33.75942601704772,5.277485600785106,1.554947880667572,12371.387053101187,19192.464000509703
14.561457009902096,73.10679133662589,2.5368387368623235,26.35771175738971,19420.4797226488,27166.85898888435
30.592644736118974,45.71670785259883,4.507904513041481,10.90230995261602,12585.456457996572,20687.00663404305
6.974693032602092,53.80217837795945,7.119708791403212,34.861827228325055,19574.32274779252,27224.0078241002
14.607232426760907,67.69941357720458,7.136921731967962,19.39969138309998,24973.37983714792,32305.93991427479
18.318092164684582,48.285088643179165,2.595425989518086,12.22305837311303,12547.783302720218,19746.614178281765
22.8034992108518,33.11221108806936,2.544325296486985,20.705557427577386,8000.0,13715.416117346103
39.25879806965068,50.56565758570475,3.576172862011612,15.278320761810754,10925.71961991932,19983.12271120002
9.983689107917987,81.94467204818669,7.248596375323961,22.57204258679321,30158.02090780516,35000.0
25.71172192068058,65.2953918514207,2.773415510440993,4.5813147330539294,18220.81460298032,25552.631240618004
29.620728443102124,66.93135317669638,6.319980815764677,39.879620112502046,18511.65252485875,28274.08800705704
2.3225206359998865,64.7755184500702,2.60699371767862,17.022235107868703,19941.21842749032,26148.35418484244
30.37724259507192,40.94456764276902,5.738827122486953,13.929225588294749,12374.907151905683,20640.84009480913
8.526206184364577,53.00836252562541,4.136403794714869,28.4083939326506,15726.440745314292,23113.040876022496
3.252579649263976,71.3016889099825,6.733483777795202,14.5559762598133,28043.744971549542,34177.30991907946
47.44427686266666,35.57550936542376,3.4021426929521814,33.3309722011503,8000.0,12874.207657629038
48.28160165372797,45.281902684934174,5.835210976339759,18.17082897441701,10525.059221633255,20477.837092396512
40.419867405823055,45.19755096562195,3.414095207455309,28.7823365306174,8000.0,16946.572159483614
15.230688458668537,53.76104101769784,6.281961698672923,4.298128657675462,21040.2230350976,27516.56583125161
4.883605700319194,83.92028075182017,7.242068207364492,33.84476742220447,30151.391461473293,35000.0
34.211651325607846,33.71264006761021,2.76081079476056,29.4287194711244,8000.0,12693.363865948815
22.007624686980066,58.52855469093272,7.199574131573021,8.468671138478626,22271.679634290995,29540.409877558115
6.101911742238942,39.865057510671576,5.561451526485787,5.811440389831466,16709.7079861654,22546.5473489344
24.75884550556351,83.38720999753593,2.762662945202144,12.651693949024976,23279.371928206456,31019.181205593035
1.7194260557609198,36.23169276001053,4.565251132158272,39.04282344127617,10497.134979537406,17977.25847047485
45.4660201039391,52.19805512988752,2.965161760910587,10.273262982682343,10266.497253758742,19520.17464103481
12.938999080000846,70.58367416590335,6.202087333199417,18.24508835786533,25033.433401904666,32163.25862977665
33.1261142176991,68.75049354150948,6.553208806507698,1.2008090286934523,23905.871749246904,31628.00942838444
15.585553804470548,53.25007502916628,2.634779121636794,15.889101182649302,14201.943767456683,21402.134142773288
26.00340105889054,49.05882923739951,5.036839116167866,22.85280061732411,13609.58016130223,22061.02028305292
27.335513967163983,51.86868082040788,6.887750336155503,38.12498450031861,14929.584921564649,24403.92510895688
9.242722776276352,44.53519447372516,7.616978249305979,20.669441797602577,18694.52064746512,25674.104977423383
48.47923138822793,41.29331162887399,5.08110720045062,32.764293047107515,8000.0,17068.503893803525
38.75664116805573,56.56718336573895,7.701675341668443,21.88510570275602,17903.38966078247,27317.02729639229
46.97494707820945,44.769356583718405,5.214133822736179,1.631400537420724,11845.601422079517,20701.48122058152
44.74136752138244,45.81039156934875,4.365142967599448,12.60033100759096,9931.9675381163,19267.296800282355
29.894998940554256,66.12158349110064,7.089218771317373,23.02198031324413,21468.971560697115,30241.890294736106
46.09371175115584,83.26955324349407,4.957896262748534,38.023758637244974,19601.924835174214,30570.84729350137
4.424625102595975,63.20004603076563,4.831415063387138,34.36521439004933,19944.57839177288,27360.46126338352
9.79914312095726,34.23387068857315,4.941874936458969,9.134224567153906,12960.490145188527,19292.475068894342
2.261364445526904,34.157098761973685,7.080710011218472,8.80439320076654,17178.447179773222,22887.619927461365
16.266516538163216,82.32827714650612,6.9916492501283125,8.04691868455603,30807.89833342826,35000.0
19.4338644844741,46.35099346690335,4.421119954641267,36.89995585210013,11078.983202287009,19847.689712170944
13.567451588694796,35.06368423453615,3.99979915922315,34.106646124068824,8066.078369989224,16197.873264528938
41.436875457596464,62.947452293270985,4.951568144234775,30.995337290117952,14545.560737777343,24720.23101179214
17.837666334679465,64.30068280596464,5.436635058422654,15.709404568969102,21434.26520024535,28803.84278115785
14.046725484369038,65.66776510652784,3.430023263767982,20.17522817195067,19102.13931457673,26436.391043643293
27.134804157912424,44.70711153216477,6.763730508293544,18.573269791806112,14966.475779024551,23251.656299165912
7.046211248738132,30.831087631796127,4.918896594394537,10.135924302374908,12115.650191538234,18287.50254957977
40.109849037701984,83.07584531999595,4.004273290519757,20.20112184595068,21477.28987632042,30898.145110093617
3.727532183988541,43.79911751301064,2.640925957783944,1.2198619141101783,14896.01792191854,20267.41221148424
49.34434683002586,67.18144584289011,3.433070962421642,5.272414939898367,15895.667040553111,25159.559683349085
38.61223846483287,68.86464284332902,7.695687030535902,35.46358384675786,20211.06992659705,30427.86403458916
9.93578407670862,63.55040793937172,3.83059812091716,30.06719068125693,18336.011748439905,25934.90591545201
0.2761058561801199,47.20990668175065,3.013155736202212,16.914736362363485,15054.594571564743,21091.56722180096
40.77307142274171,44.91029395702362,4.764036749929959,20.68601449135509,9777.175144204904,19280.181727505547
35.34286719238086,62.87175554864867,3.842526460161493,14.799955438399095,16048.363417507337,24763.79011920175
36.45035840204937,77.63525984864303,2.210955501627165,29.6311946864269,16530.860798766833,26224.7611521164
38.56351733429729,82.07035509078676,3.9388713036765033,31.367487169283184,19849.700899612355,29816.831516513128
3.7022325867045183,35.82481924220667,5.264651743636811,30.531407608126365,12131.262588090589,19259.32565151453
17.92328642721363,38.51557369287459,5.310274232119801,28.904468993377986,11019.21644612302,19187.34749990279
5.793452976256486,81.96049423306938,4.139353527061332,8.180173547711833,28351.68299739519,34305.96964835842
43.15517129377968,70.5094375584136,4.683816537515604,13.51879916961915,18663.18624774309,27926.72790142261
31.164906341377897,78.56466036563752,7.793107509408598,18.793817399347,26907.107157296843,35000.0
16.54490124263246,41.14479487744387,4.2640908633818695,13.231719657106224,12680.201764046094,19797.697042883065
3.177917514301182,62.31722291101711,3.549360879559898,30.19760800633316,18599.632948908,25665.72283043208
15.54911608578311,68.56267769296105,3.4608022644005607,13.174140969998188,20770.309909012867,27804.68765407541
16.259166101337353,67.4061536995835,4.746587676224805,5.529283471413486,23068.98004007955,29701.47033647135
36.480308916903205,52.4483429976684,6.557120892301665,15.961618081932162,16076.062661097209,24952.18445936539
31.877873567760656,30.846719043021967,3.235929105130839,39.196577311295215,8000.0,11915.727734168908
44.36063712881633,62.06093312423448,6.255776762844608,9.035256517343036,18465.91011111462,27556.87647246051
23.610746258097464,43.92058465487848,2.1268989400964977,24.48634635772916,8010.507024444612,16368.54750655616
5.9797122969150855,54.76398353785897,4.513597867903676,17.31892199358825,18682.93775588572,25200.45005925422
35.66223936114975,82.66695582960995,6.655190391216721,2.840982705973065,28022.07592191423,35000.0
38.03925243084487,51.94694247033391,4.0323977346465885,19.51506423992238,11664.609103590328,20878.653152453266
28.06385987847481,76.18908836654347,5.382422608672397,28.086573145932498,22036.318723573502,30966.621902607443
38.54835899772805,40.36973331620881,3.2298753969554648,20.52879903311275,8000.0,15822.95289795042
24.68977981821953,66.98532739137659,6.451972346757033,34.884242549863245,20152.60302221677,29220.83996066613
26.136641469099704,83.73538249414189,2.313674619612557,11.557480666303306,22687.48556884902,30471.8657263552
21.37705091792748,35.60412054801152,7.115255869253002,3.449966852158597,15341.89416014899,22259.056244712705
1.2709563372047594,30.45759682249556,3.1891783185300087,37.46262446632024,8000.0,14291.796377746748
5.394571349665222,53.84705359479379,7.246388190249984,15.12785398112876,22584.71871913876,28923.9556659797
1.5714592843367126,35.094401567825194,4.115175447803104,23.05622205814533,11593.655791253892,18102.745857489543
31.82052056318902,71.16113923219272,6.33610144684692,31.68012504520784,20644.01842622203,30090.46757398962
15.717799053816334,80.30017651167074,3.915351786717131,12.972546555023223,25279.2718494917,32315.0485670984
25.42853455823514,53.87115349898174,7.435470027407885,28.646581527104445,17894.51756519381,26647.59522147889
45.37832369630465,44.229140318549256,2.759822753110246,5.416753992713121,8000.0,16949.929484281307
12.464611457443748,53.89218254536354,3.071118735635592,11.65174988822021,16074.921151200168,22771.19506108888
20.519146151781488,69.78962998175005,4.958180750952813,5.788425445460796,23436.47225311652,30425.30947198669
37.77755692715243,30.497978886920404,2.4916306342288768,32.44922233605431,8000.0,10758.965802908162
11.439908274581123,62.41996942165834,3.175881108210572,8.905969409071414,19556.66211352979,26006.21294004056
3.84899549143965,63.73104266880585,7.662598293272087,28.69614221620841,24912.54392454941,31942.232096837088
14.4875726456884,65.07285357927645,7.858937966887323,37.7319358898261,22753.391545815943,31176.313510860586
8.061064362700222,43.311214398948245,4.257555975982532,21.11088836275508,13719.09333283827,20630.631783619592
46.484882617128655,69.27289978579697,7.539716126083614,21.60116769042751,20669.9264873339,30684.78715812984
40.40601897822085,35.026531748247706,5.268948054040591,18.44134272391248,8000.0,16911.907243647027
31.67018782552117,40.959868505674045,3.6184547952426014,13.03560573574571,9320.73452248175,17636.485892668188
43.57302950938588,78.26085256599652,6.214392326483592,19.026201236996684,22581.13972154457,32208.55415651524
40.18360384495573,70.62977328996115,5.953410839449143,24.112301290670377,19578.62457793592,29240.0509629726
9.328502944301793,30.75600547062399,7.9347519146524,39.439662886826376,12138.41783944356,20251.07784819729
44.627949924498886,43.66069432033901,3.5902837244557,37.51058237272897,8000.0,15738.449579898916
26.967112095782536,41.79235656462405,6.032357015970413,34.48611833172487,10938.844170235074,20165.380237801168
40.372007758203125,44.89434804203349,2.3121425301766814,35.565221428194334,8000.0,14832.808275488556
44.80456499617466,43.61578736539375,2.6818762321803167,18.71396733168172,8000.0,15753.493642720689
15.900173748593192,33.438946265856515,2.02351024970656,26.29777308709859,8000.0,13254.908601337473
5.502596226383838,55.24172841282512,7.996764086358039,35.802668917448564,21390.477741643816,28978.84557480144
11.396758127097083,70.30034111323909,6.813642182884866,15.718030599654124,26371.386345117146,33226.20883126416
21.35538943131281,63.370244859459,6.7203380884012445,38.47049913381875,19402.626930976727,28419.288033510875
40.90073829612466,67.00794177289438,5.058356451729078,16.63144248276732,17988.114167336164,27258.05977999217
43.036529162817175,34.46320481949316,3.80040249743264,24.043306615728625,8000.0,14067.467290712064
0.3476065265595351,82.3319890597233,2.9075857067760555,28.39218853089488,24993.574825929303,31724.91465990776
25.537365128878285,76.11705086136637,3.708048433078782,38.023680523037534,18780.837701945788,28105.2477436383
20.87055015743895,74.27996751726144,4.255827331574835,9.78465096209064,23359.254894639027,30615.977964959584
11.105390523536512,75.26410927729721,6.537860581881764,29.84523912954569,25833.41730553576,33512.562895191426
5.99326836668414,81.29907794730187,5.237970733418915,20.83262344576329,27994.69076277741,34724.10963885794
16.8807585701814,59.93396813625337,2.4649017593328963,10.742285624825644,16631.653445573313,23626.651268677364
47.14548519562596,41.01551098271943,2.1081740537534737,31.064273591855624,8000.0,13040.424332472308
16.160146601037763,63.92309843188976,2.6139930772043787,22.08889120695386,16797.03347753971,24415.17867803996
25.939531087168305,70.85848215173664,4.462992282184276,26.43895282598703,19544.09946380584,28205.59912033852
35.15094794475889,70.5854566344714,7.59915750229411,12.91604274311604,24128.783964820806,32715.82236498848
18.1814801189647,58.679696329178405,5.82441488725533,19.2509580731042,19606.819262248435,27216.395156151862
48.58910413604804,33.76522956334679,6.810955399253091,24.69417003952268,8000.0,17562.143081208338
48.12236474710557,50.41121161365703,4.798247567027291,16.19643257079376,11048.131832604948,20869.70696662102
12.589114791268209,80.64216346548466,4.1699964991702565,7.934901593908052,26904.113468637333,33387.336747573274
24.86242529461927,62.14469003665843,2.6504022362997364,38.46561969261216,12739.79223573825,22036.723440864524
15.043915490838485,59.60825687906424,7.25559813311723,20.458701601704696,22261.904469699555,29692.939805068912
14.24202471887338,44.78694329102064,6.698960174167417,29.35681481150802,15563.125649355414,23463.896515555763
1.84434736772664,50.26469059541184,3.0087085855863505,16.441887742242326,15866.99893097903,22001.0599849317
30.47821669899484,79.2440349034243,5.073563383257563,14.205270561028652,24030.32040991771,32320.89397949901
25.13395116144308,66.65546761397596,4.924248847527469,16.286571938685,20251.56616129058,28239.476570527124
2.573937562499468,73.30628647137831,5.750549316119171,16.36786575142599,27202.19102043639,33390.17797052191
13.932323211830573,54.98899826872103,7.677121363947567,21.767204637678145,21335.43102141349,28756.049156620626
45.41329429833269,64.66359707008868,5.478628650574878,21.738794799254528,16416.896732297773,26354.28796411966
11.97809453334862,43.66109848087641,5.241303600671712,19.886152635314865,14744.292571702905,21895.70929248968
7.244743604561155,68.80034566559175,2.301937597607984,5.391431396697524,21566.781647995995,27469.84702016273
24.47263801387815,53.51807335368355,2.377444856108144,19.843019140021244,11994.172434843706,20142.56462435524
49.28252270553004,54.34000331481101,3.124080747960733,6.76415601682606,11041.370225960472,20389.82140341244
12.10276357557502,65.71272785172849,2.1948246301504897,5.045431451830607,19665.60641245111,25936.553385606945
33.606777370293926,81.49543418079097,6.460117373420074,37.30582869364671,23210.81549302802,33137.70740427034
38.08098076643588,33.52034906347415,6.339981823963779,24.19800052590817,8198.992753497958,17697.351246367318
11.881877199619984,75.36087805408542,2.8163374065898577,26.37960232498337,20981.51347288696,28514.83978835555
36.41081743059298,46.08107107267063,7.016473404771686,16.07174681333455,14614.758346033304,23491.92854928081
18.38915663596266,54.41556999785078,2.928716209076672,36.359235676594565,11888.375092286782,20541.06176375947
31.615291529678974,31.20523308262549,3.8070535219841526,25.51721958318662,8000.0,13812.173154846843
31.676485538044734,46.55753428088722,3.49386139496819,30.7667947809435,8687.471258038433,18067.597787938623
26.788734203737924,57.64471834465718,4.233842591438287,14.742498761108552,16247.414370208293,24275.06303217384
4.514488502720415,33.089684254109144,3.527982595339771,38.40047523276502,8000.0,15309.579090820513
41.7651247794619,57.01026511607408,4.933705558630712,32.8184516063326,12271.756596850304,22582.073675587213
16.03900324858679,80.99108458721349,4.444447288128113,34.157938520581745,23442.511589710302,31775.108160832147
9.325925519992712,35.79662699592929,7.919416944675959,6.887770697030171,18012.512357390253,24171.85264081148
2.038757077738196,72.04424004415273,2.335558100769354,10.83852831484878,22809.17074227904,28622.583007389025
29.54464715941209,52.5319079356796,2.8530882583241097,11.425063987343083,12617.451316567483,20666.52692856104
33.87821809211412,66.0345542988386,2.3169553634516147,10.836368929874848,15705.897571827009,24066.33715498863
0.8293914463928076,44.31301288918762,5.755047169894255,34.21632648417152,15599.535216918724,22718.86612168044
25.60465291496405,38.77207443977471,2.3270556644823177,1.2753918083436844,9290.11709392197,16415.012835619716
11.324788759896895,38.825443784917454,7.01863842425674,3.043999559230972,17930.804098698663,24019.427173044274
32.25863952047249,33.87705701037296,5.071631784091567,10.956594825196149,9193.973660600172,17432.06051174974
8.718321450249572,40.21056876956837,5.162045747489202,7.994918985977746,15562.080840225406,21739.24169540404
34.546886905123294,66.53206617439326,5.369567046273165,9.274384555313937,20239.80380532167,28560.01783105037
19.33676731502687,78.49298365139293,3.0248822378372644,31.917727570132,20394.33238341038,28856.33742282045
46.836499436836725,74.7769127075139,3.186141818686925,22.52506375568188,16214.881541508765,26313.30532179661
6.876047207299663,67.68238704309663,3.912903937238028,0.2308264517187197,24183.078244463748,29747.01160815084
17.053317552512926,36.07375248761065,5.560978494931108,17.17291062816781,12228.69902375118,19623.339065642285
5.673676062029454,45.90530954627724,3.260706655641287,16.315397074014356,14184.95167862271,20617.769588025927
46.23468091392814,47.03937814273579,2.697990362799567,4.557810777781741,8810.116947682076,17782.360067463233
43.86696766904905,43.74763205186917,7.820701318510594,27.045671544058287,12351.048295256234,22483.14600142365
12.89708138575778,58.32531128403477,2.131890888857737,28.08388753517964,14017.561566837709,21734.361329809108
32.999202301708955,59.455459818382,6.816184432016129,28.835728762083907,17634.4428375443,27004.52274740605
