humidite,carbone,hydrogene,cendres,pci
18.727005942368123,66.99866468148939,5.889541724466932,36.54312045610779,23952.74656546483
47.53571532049581,73.81747684552548,3.0343181726309973,21.01441927277992,20986.024511303665
36.59969709057025,43.775734433587445,7.234367380128889,28.996410873443374,17904.740061753706
29.93292420985183,64.36807547838494,5.678697434415449,17.441931918903514,23269.657579186416
7.800932022121826,61.44602907290618,2.9432233013417255,25.201383101697527,21566.53855895829
7.799726016810133,75.80567072335491,7.774028344887241,13.623037496844749,33643.13836482961
2.9041806084099733,79.83478832646932,5.110192780011924,12.046360791417815,32782.98047998639
43.308807288746756,30.668622431256274,2.43739071122993,23.12919144678055,8000.0
30.05575058716044,67.07109554823359,5.760997426490404,19.925186967359213,24904.644884938156
35.40362888980228,32.850968951585095,3.5191934420768614,23.18145476599924,9168.624644211666
1.0292247147901223,60.18722657925458,6.822160711263814,11.466423251480919,28065.690666367977
48.49549260809972,45.8198000974023,6.906932441397144,14.67831327267981,17710.093352439366
41.622132040021086,46.87271297371777,7.873684135127971,3.3559184251563723,21590.351358567776
10.616955533913808,49.412717689879614,5.0112171861470225,2.0910548908882287,20839.10881556842
9.091248360355031,64.17108469772856,4.729741278366423,10.138285186920651,26840.224305083048
9.17022549267169,48.37274811178231,6.520853632678884,2.9698743732218302,22207.057033755973
15.212112147976885,70.29844778246542,2.794823938051559,4.150988345389628,24322.839301398464
26.237821581611893,52.24900620656283,5.281493082758745,32.51713621575748,18160.59489604688
21.597250932105787,33.75942601704772,5.277485600785106,1.554947880667572,16111.810302074206
14.561457009902096,73.10679133662589,2.5368387368623235,26.35771175738971,24554.607377959677
30.592644736118974,45.71670785259883,4.507904513041481,10.90230995261602,15149.598355439726
6.974693032602092,53.80217837795945,7.119708791403212,34.861827228325055,22993.009983234588
14.607232426760907,67.69941357720458,7.136921731967962,19.39969138309998,26938.19308547194
18.318092164684586,48.285088643179165,2.595425989518086,12.22305837311303,16172.49631962919
22.803499210851797,33.11221108806936,2.544325296486985,20.705557427577382,9899.456293684736
39.25879806965068,50.56565758570475,3.576172862011612,15.278320761810754,16727.057759296673
9.983689107917987,81.94467204818669,7.248596375323961,22.57204258679321,33831.03755844044
25.71172192068058,65.2953918514207,2.7734155104409934,4.5813147330539294,22721.943025353066
29.620728443102124,66.93135317669638,6.319980815764677,39.879620112502046,23859.939931189143
2.3225206359998865,64.7755184500702,2.6069937176786193,17.022235107868703,22696.587748562244
30.37724259507192,40.94456764276902,5.738827122486953,13.929225588294747,15380.705025923773
8.526206184364577,53.00836252562541,4.136403794714869,28.408393932650597,19639.742649301843
3.252579649263976,71.3016889099825,6.733483777795202,14.5559762598133,29916.84583159821
47.44427686266666,35.575509365423756,3.4021426929521814,33.3309722011503,8512.673075223578
48.28160165372797,45.281902684934174,5.835210976339759,18.17082897441701,15371.798475385427
40.419867405823055,45.19755096562195,3.4140952074553095,28.782336530617396,12922.449296541305
15.230688458668535,53.761041017697835,6.281961698672923,4.298128657675462,23894.222885868687
4.883605700319194,83.92028075182017,7.242068207364492,33.84476742220447,34077.159341272985
34.211651325607846,33.71264006761021,2.7608107947605602,29.428719471124396,8109.515314658522
22.007624686980066,58.52855469093272,7.199574131573021,8.468671138478626,25870.009461515816
6.101911742238942,39.865057510671576,5.561451526485787,5.811440389831466,19282.000056832625
24.75884550556351,83.38720999753593,2.762662945202144,12.651693949024976,27463.241381676162
1.7194260557609198,36.23169276001053,4.565251132158272,39.04282344127617,13496.266114219561
45.4660201039391,52.19805512988752,2.965161760910587,10.273262982682345,13925.787684229528
12.938999080000846,70.58367416590335,6.202087333199417,18.24508835786533,29592.60753050212
33.1261142176991,68.75049354150948,6.553208806507698,1.2008090286934525,28348.674979929354
